date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:36	3355/3355	---M--	200	added ('OK')	image/jpeg	etag:%226a22b8d8-d46%22	https://adminlte.io/themes/v4/assets/img/user3-128x128.jpg	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/user3-128x128.jpg	(from https://adminlte.io/themes/v4/index.html)
15:34:36	6862/6862	---M--	200	added ('OK')	image/jpeg	etag:%226a22b8d8-1af9%22	https://adminlte.io/themes/v4/assets/img/user2-160x160.jpg	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/user2-160x160.jpg	(from https://adminlte.io/themes/v4/index.html)
15:34:36	2057/2057	---M--	200	added ('OK')	image/png	etag:%226a22b8d8-a4d%22	https://adminlte.io/themes/v4/assets/img/AdminLTELogo.png	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/AdminLTELogo.png	(from https://adminlte.io/themes/v4/index.html)
15:34:37	99135/99135	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/index2.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/index2.html	(from https://adminlte.io/themes/v4/index.html)
15:34:37	64882/64882	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/index3.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/index3.html	(from https://adminlte.io/themes/v4/index.html)
15:34:38	45214/45214	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/generate/theme.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/generate/theme.html	(from https://adminlte.io/themes/v4/index.html)
15:34:38	53513/53513	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/widgets/small-box.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/widgets/small-box.html	(from https://adminlte.io/themes/v4/index.html)
15:34:38	60687/60687	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/widgets/info-box.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/widgets/info-box.html	(from https://adminlte.io/themes/v4/index.html)
15:34:39	58484/58484	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/widgets/cards.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/widgets/cards.html	(from https://adminlte.io/themes/v4/index.html)
15:34:39	49119/49119	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/unfixed-sidebar.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/unfixed-sidebar.html	(from https://adminlte.io/themes/v4/index.html)
15:34:40	49157/49157	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/fixed-sidebar.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/fixed-sidebar.html	(from https://adminlte.io/themes/v4/index.html)
15:34:40	49122/49122	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/fixed-header.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/fixed-header.html	(from https://adminlte.io/themes/v4/index.html)
15:34:41	49122/49122	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/fixed-footer.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/fixed-footer.html	(from https://adminlte.io/themes/v4/index.html)
15:34:41	49189/49189	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/fixed-complete.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/fixed-complete.html	(from https://adminlte.io/themes/v4/index.html)
15:34:42	50456/50456	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/layout-custom-area.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/layout-custom-area.html	(from https://adminlte.io/themes/v4/index.html)
15:34:42	49167/49167	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/sidebar-mini.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/sidebar-mini.html	(from https://adminlte.io/themes/v4/index.html)
15:34:43	49194/49194	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/collapsed-sidebar.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/collapsed-sidebar.html	(from https://adminlte.io/themes/v4/index.html)
15:34:43	49394/49394	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/collapsed-sidebar-without-hover.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/collapsed-sidebar-without-hover.html	(from https://adminlte.io/themes/v4/index.html)
15:34:44	30298/30298	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/logo-switch.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/logo-switch.html	(from https://adminlte.io/themes/v4/index.html)
15:34:44	49164/49164	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/layout/layout-rtl.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/layout/layout-rtl.html	(from https://adminlte.io/themes/v4/index.html)
15:34:45	104889/104889	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/UI/general.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/UI/general.html	(from https://adminlte.io/themes/v4/index.html)
15:34:45	48824/48824	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/UI/icons.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/UI/icons.html	(from https://adminlte.io/themes/v4/index.html)
15:34:46	53156/53156	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/UI/timeline.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/UI/timeline.html	(from https://adminlte.io/themes/v4/index.html)
15:34:46	69508/69508	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/mailbox/inbox.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/mailbox/inbox.html	(from https://adminlte.io/themes/v4/index.html)
15:34:47	53189/53189	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/mailbox/read.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/mailbox/read.html	(from https://adminlte.io/themes/v4/index.html)
15:34:47	50402/50402	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/mailbox/compose.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/mailbox/compose.html	(from https://adminlte.io/themes/v4/index.html)
15:34:48	61798/61798	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/forms/elements.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/forms/elements.html	(from https://adminlte.io/themes/v4/index.html)
15:34:48	55536/55536	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/forms/layout.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/forms/layout.html	(from https://adminlte.io/themes/v4/index.html)
15:34:49	56347/56347	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/forms/validation.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/forms/validation.html	(from https://adminlte.io/themes/v4/index.html)
15:34:49	61143/61143	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/forms/wizard.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/forms/wizard.html	(from https://adminlte.io/themes/v4/index.html)
15:34:50	62553/62553	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/tables/simple.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/tables/simple.html	(from https://adminlte.io/themes/v4/index.html)
15:34:50	54941/54941	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/tables/data.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/tables/data.html	(from https://adminlte.io/themes/v4/index.html)
15:34:51	61913/61913	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/profile.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/profile.html	(from https://adminlte.io/themes/v4/index.html)
15:34:51	61824/61824	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/settings.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/settings.html	(from https://adminlte.io/themes/v4/index.html)
15:34:52	53066/53066	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/invoice.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/invoice.html	(from https://adminlte.io/themes/v4/index.html)
15:34:52	53737/53737	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/calendar.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/calendar.html	(from https://adminlte.io/themes/v4/index.html)
15:34:53	62879/62879	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/kanban.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/kanban.html	(from https://adminlte.io/themes/v4/index.html)
15:34:53	61867/61867	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/chat.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/chat.html	(from https://adminlte.io/themes/v4/index.html)
15:34:54	85100/85100	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/file-manager.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/file-manager.html	(from https://adminlte.io/themes/v4/index.html)
15:34:54	75462/75462	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/projects.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/projects.html	(from https://adminlte.io/themes/v4/index.html)
15:34:55	56695/56695	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/pricing.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/pricing.html	(from https://adminlte.io/themes/v4/index.html)
15:34:55	61205/61205	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/faq.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/faq.html	(from https://adminlte.io/themes/v4/index.html)
15:34:56	12788/12788	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/404.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/404.html	(from https://adminlte.io/themes/v4/index.html)
15:34:56	12539/12539	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/500.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/500.html	(from https://adminlte.io/themes/v4/index.html)
15:34:56	12735/12735	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/pages/maintenance.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/pages/maintenance.html	(from https://adminlte.io/themes/v4/index.html)
15:34:57	13724/13724	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/examples/login.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/examples/login.html	(from https://adminlte.io/themes/v4/index.html)
15:34:57	13962/13962	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/examples/register.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/examples/register.html	(from https://adminlte.io/themes/v4/index.html)
15:34:58	14207/14207	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/examples/login-v2.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/examples/login-v2.html	(from https://adminlte.io/themes/v4/index.html)
15:34:58	14628/14628	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/examples/register-v2.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/examples/register-v2.html	(from https://adminlte.io/themes/v4/index.html)
15:34:59	12794/12794	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jun%202026%2011:54:00%20GMT	https://adminlte.io/themes/v4/examples/lockscreen.html	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/examples/lockscreen.html	(from https://adminlte.io/themes/v4/index.html)
15:34:59	6315/6315	---M--	200	added ('OK')	image/jpeg	etag:%226a22b8d8-18db%22	https://adminlte.io/themes/v4/assets/img/user7-128x128.jpg	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/user7-128x128.jpg	(from https://adminlte.io/themes/v4/index.html)
15:35:00	6367/6367	---M--	200	added ('OK')	image/jpeg	etag:%226a22b8d8-190f%22	https://adminlte.io/themes/v4/assets/img/user5-128x128.jpg	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/user5-128x128.jpg	(from https://adminlte.io/themes/v4/index.html)
15:35:00	4212/4212	---M--	200	added ('OK')	image/jpeg	etag:%226a22b8d8-109a%22	https://adminlte.io/themes/v4/assets/img/user6-128x128.jpg	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/assets/img/user6-128x128.jpg	(from https://adminlte.io/themes/v4/index.html)
15:35:01	29334/29334	---M-Z	200	added ('OK')	application/javascript	etag:W/%227296-94BuVDZxK3acnYMdrOsdOGw2fxQ%22	https://cdn.jsdelivr.net/npm/overlayscrollbars@2.11.0/browser/overlayscrollbars.browser.es6.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/overlayscrollbars@2.11.0/browser/overlayscrollbars.browser.es6.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:01	20122/20122	---M-Z	200	added ('OK')	application/javascript	etag:W/%224e9a-hx1u8QcL02PqOQ4MjDhOR9zn84k%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@popperjs/core@2.11.8/dist/umd/popper.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:02	60775/60775	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ed67-GqUfEwjYjpRXwQQQnH0WgFruZ+0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/js/bootstrap.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/js/bootstrap.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:02	44228/44228	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a22b8d8-acc4%22	https://adminlte.io/themes/v4/js/adminlte.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/adminlte.io/themes/v4/js/adminlte.js	(from https://adminlte.io/themes/v4/index.html)
15:35:02	44136/44136	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ac68-r6weqpeow1oiVRxzil/Bucd3U5Q%22	https://cdn.jsdelivr.net/npm/sortablejs@1.15.0/Sortable.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/sortablejs@1.15.0/Sortable.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:03	503234/503234	---M-Z	200	added ('OK')	application/javascript	etag:W/%227adc2-K05h8/ucvpo1xfoh9OyIGT1XntA%22	https://cdn.jsdelivr.net/npm/apexcharts@3.37.1/dist/apexcharts.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/apexcharts@3.37.1/dist/apexcharts.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:03	32835/32835	---M-Z	200	added ('OK')	application/javascript	etag:W/%228043-b8lrKU1FAy0F2snyYs5oJ3AgM2k%22	https://cdn.jsdelivr.net/npm/jsvectormap@1.5.3/dist/js/jsvectormap.min.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/jsvectormap@1.5.3/dist/js/jsvectormap.min.js	(from https://adminlte.io/themes/v4/index.html)
15:35:04	102233/102233	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218f59-XH27gYi6p86BVoI/Xe7IT1y0aTA%22	https://cdn.jsdelivr.net/npm/jsvectormap@1.5.3/dist/maps/world.js	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/jsvectormap@1.5.3/dist/maps/world.js	(from https://adminlte.io/themes/v4/index.html)
15:35:04	5248/5248	---M--	200	added ('OK')	font/woff2	etag:W/%221480-dZS/eVb2CCaL2UNA+sA3U4iXl1w%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff2	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:35:04	6732/6732	---M--	200	added ('OK')	font/woff	etag:W/%221a4c-3NzS/ELoPadj8Kf6d8sYhX79YqA%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:35:04	9168/9168	---M--	200	added ('OK')	font/woff2	etag:W/%2223d0-eKl5d5m6cOLYHhsZV8QSZCdAKw0%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff2	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:35:05	11496/11496	---M--	200	added ('OK')	font/woff	etag:W/%222ce8-YzA75jx50GHBvtLB68cO24Ba1u0%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:35:05	5212/5212	---M--	200	added ('OK')	font/woff2	etag:W/%22145c-GyXTdhoIy5YNzg/t8AFBJZuYyHU%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff2	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:35:05	6972/6972	---M--	200	added ('OK')	font/woff	etag:W/%221b3c-An1z6EV2PoK5Al92YZ2PWptOiOM%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff	C:/Users/Laptronics.co/Downloads/Gym%20Dashboard/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
